date,problem,algorytm,struktura,wierzcholki,gestosc,iteracja,czas_us
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,2,9772
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,3,10968
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,4,6775
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,5,7452
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,6,11004
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,7,9992
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,8,7841
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,9,7126
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,10,13351
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,11,5516
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,12,7581
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,13,7017
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,14,8668
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,15,5675
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,16,9626
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,17,11603
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,18,9931
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,19,7960
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,20,7736
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,21,8104
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,22,10562
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,23,6694
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,24,7259
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,25,7018
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,26,9529
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,27,10421
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,28,6068
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,29,12941
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,30,8539
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,31,10016
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,32,5639
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,33,11273
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,34,9997
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,35,7069
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,36,8407
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,37,10409
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,38,8346
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,39,6723
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,40,11087
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,41,11399
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,42,9147
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,43,7297
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,44,7134
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,45,6481
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,46,8497
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,47,6829
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,48,8435
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,49,10112
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,50,7810
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,51,10048
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,52,12899
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,53,13929
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,54,7897
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,55,8963
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,56,10004
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,57,10414
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,58,7917
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,59,8606
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,60,8413
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,61,6571
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,62,9366
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,63,8083
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,64,8091
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,65,6753
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,66,8064
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,67,10182
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,avg,8756
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,min,5516
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,max,13929
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,1,18678
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,2,5390
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,3,3300
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,4,3019
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,5,7283
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,6,4980
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,7,4539
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,8,5143
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,9,8198
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,10,8726
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,11,4860
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,12,19299
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,13,5000
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,14,8493
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,15,11764
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,16,5607
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,17,9265
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,18,15937
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,19,3506
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,20,6508
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,21,3266
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,22,17381
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,23,3768
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,24,8484
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,25,5565
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,26,4476
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,27,5526
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,28,8295
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,29,5849
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,30,3888
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,31,5747
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,32,13292
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,33,3156
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,34,4937
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,35,6923
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,36,4656
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,37,7351
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,38,3915
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,39,3972
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,40,23243
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,41,2689
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,42,4264
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,43,12666
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,44,3582
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,45,3594
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,46,3466
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,47,3474
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,48,3056
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,49,9659
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,50,4037
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,51,5571
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,52,5480
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,53,8564
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,54,5653
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,55,5517
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,56,6210
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,57,4627
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,58,12553
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,59,4102
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,60,3678
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,61,3566
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,62,4776
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,63,5724
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,64,2912
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,65,3530
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,66,3405
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,67,4948
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,avg,6634
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,min,2689
2026-06-25 17:04:55,mf,ford-fulkerson,lista,100,75,max,23243
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,1,30908
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,2,26170
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,3,27239
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,4,16447
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,5,21127
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,6,27376
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,7,33235
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,8,18813
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,9,12630
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,10,31274
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,11,58359
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,12,49231
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,13,24142
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,14,10487
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,15,24824
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,16,10194
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,17,32667
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,18,13660
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,19,29036
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,20,9744
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,21,19147
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,22,23848
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,23,18072
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,24,12965
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,25,13547
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,26,9760
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,27,14577
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,28,15878
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,29,10806
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,30,10771
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,31,10763
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,32,30063
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,33,43811
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,34,16077
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,35,25697
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,36,41368
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,37,44435
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,38,19489
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,39,52039
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,40,8777
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,41,9403
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,42,20032
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,43,16421
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,44,16715
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,45,10819
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,46,9106
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,47,10030
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,48,12258
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,49,11625
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,50,15437
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,51,10449
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,52,15136
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,53,10818
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,54,10805
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,55,18137
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,56,15024
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,57,10718
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,58,8478
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,59,17588
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,60,8604
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,61,9701
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,62,9395
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,63,8806
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,64,15194
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,65,10585
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,66,20985
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,67,11802
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,avg,19306
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,min,8478
2026-06-25 17:04:55,mf,ford-fulkerson,macierz,100,75,max,58359
